country,code,year,total_mt,per_capita_t
Brazil,BRA,1992,233.6,1.514
Brazil,BRA,1993,244.31,1.558
Brazil,BRA,1994,254.0,1.595
Brazil,BRA,1995,268.68,1.661
Brazil,BRA,1996,289.31,1.762
Brazil,BRA,1997,306.95,1.842
Brazil,BRA,1998,317.36,1.876
Brazil,BRA,1999,327.26,1.907
Brazil,BRA,2000,340.18,1.955
Brazil,BRA,2001,346.17,1.963
Brazil,BRA,2002,347.76,1.948
Brazil,BRA,2003,344.64,1.908
Brazil,BRA,2004,361.43,1.979
Brazil,BRA,2005,364.37,1.973
Brazil,BRA,2006,368.87,1.976
Brazil,BRA,2007,390.57,2.071
Brazil,BRA,2008,412.64,2.168
Brazil,BRA,2009,389.78,2.029
Brazil,BRA,2010,440.27,2.273
Brazil,BRA,2011,461.91,2.365
Brazil,BRA,2012,497.47,2.527
Brazil,BRA,2013,531.57,2.678
Brazil,BRA,2014,556.53,2.781
Brazil,BRA,2015,528.17,2.619
Brazil,BRA,2016,491.74,2.42
Brazil,BRA,2017,497.25,2.429
Brazil,BRA,2018,476.6,2.312
Brazil,BRA,2019,476.72,2.298
Brazil,BRA,2020,448.0,2.147
Brazil,BRA,2021,496.56,2.37
Brazil,BRA,2022,480.06,2.283
Brazil,BRA,2023,483.99,2.292
Brazil,BRA,2024,483.01,2.278
Argentina,ARG,1856,0.02,0.014
Argentina,ARG,1857,0.04,0.033
Argentina,ARG,1858,0.05,0.042
Argentina,ARG,1859,0.03,0.026
Argentina,ARG,1860,0.04,0.032
Argentina,ARG,1861,0.05,0.037
Argentina,ARG,1862,0.04,0.03
Argentina,ARG,1863,0.06,0.043
Argentina,ARG,1864,0.05,0.035
Argentina,ARG,1865,0.09,0.058
Argentina,ARG,1866,0.14,0.09
Argentina,ARG,1867,0.1,0.062
Argentina,ARG,1868,0.15,0.09
Argentina,ARG,1869,0.17,0.101
Argentina,ARG,1870,0.16,0.089
Argentina,ARG,1871,0.17,0.094
Argentina,ARG,1872,0.17,0.089
Argentina,ARG,1873,0.19,0.095
Argentina,ARG,1874,0.22,0.11
Argentina,ARG,1875,0.13,0.062
Argentina,ARG,1876,0.13,0.059
Argentina,ARG,1877,0.1,0.045
Argentina,ARG,1878,0.08,0.035
Argentina,ARG,1879,0.19,0.081
Argentina,ARG,1880,0.19,0.079
Argentina,ARG,1881,0.31,0.122
Argentina,ARG,1882,0.34,0.132
Argentina,ARG,1883,0.48,0.178
Argentina,ARG,1884,0.66,0.236
Argentina,ARG,1885,0.76,0.265
Argentina,ARG,1886,0.78,0.264
Argentina,ARG,1887,1.21,0.395
Argentina,ARG,1888,1.2,0.379
Argentina,ARG,1889,1.97,0.603
Argentina,ARG,1890,1.45,0.431
Argentina,ARG,1891,1.08,0.312
Argentina,ARG,1892,1.68,0.469
Argentina,ARG,1893,1.67,0.45
Argentina,ARG,1894,1.95,0.508
Argentina,ARG,1895,2.34,0.59
Argentina,ARG,1896,2.28,0.558
Argentina,ARG,1897,2.24,0.528
Argentina,ARG,1898,2.23,0.509
Argentina,ARG,1899,2.64,0.584
Argentina,ARG,1900,2.03,0.432
Argentina,ARG,1901,2.41,0.496
Argentina,ARG,1902,2.55,0.507
Argentina,ARG,1903,2.92,0.559
Argentina,ARG,1904,3.74,0.689
Argentina,ARG,1905,4.65,0.826
Argentina,ARG,1906,6.21,1.062
Argentina,ARG,1907,5.46,0.898
Argentina,ARG,1908,5.89,0.935
Argentina,ARG,1909,5.47,0.837
Argentina,ARG,1910,6.93,1.026
Argentina,ARG,1911,8.44,1.214
Argentina,ARG,1912,8.57,1.198
Argentina,ARG,1913,9.35,1.273
Argentina,ARG,1914,8.29,1.101
Argentina,ARG,1915,5.52,0.714
Argentina,ARG,1916,4.22,0.531
Argentina,ARG,1917,2.41,0.296
Argentina,ARG,1918,1.57,0.188
Argentina,ARG,1919,3.41,0.397
Argentina,ARG,1920,5.61,0.636
Argentina,ARG,1921,4.76,0.525
Argentina,ARG,1922,6.06,0.649
Argentina,ARG,1923,7.34,0.764
Argentina,ARG,1924,9.86,0.996
Argentina,ARG,1925,10.16,0.996
Argentina,ARG,1926,10.32,0.983
Argentina,ARG,1927,12.5,1.156
Argentina,ARG,1928,12.19,1.094
Argentina,ARG,1929,12.61,1.102
Argentina,ARG,1930,12.34,1.052
Argentina,ARG,1931,12.47,1.04
Argentina,ARG,1932,12.9,1.055
Argentina,ARG,1933,13.52,1.087
Argentina,ARG,1934,14.66,1.158
Argentina,ARG,1935,14.43,1.12
Argentina,ARG,1936,15.32,1.168
Argentina,ARG,1937,16.41,1.229
Argentina,ARG,1938,16.18,1.191
Argentina,ARG,1939,16.48,1.192
Argentina,ARG,1940,15.65,1.111
Argentina,ARG,1941,13.94,0.972
Argentina,ARG,1942,13.48,0.922
Argentina,ARG,1943,14.08,0.945
Argentina,ARG,1944,13.95,0.919
Argentina,ARG,1945,13.67,0.883
Argentina,ARG,1946,13.7,0.869
Argentina,ARG,1947,14.51,0.903
Argentina,ARG,1948,17.39,1.061
Argentina,ARG,1949,15.36,0.92
Argentina,ARG,1950,29.92,1.758
Argentina,ARG,1951,34.96,2.014
Argentina,ARG,1952,36.1,2.04
Argentina,ARG,1953,35.13,1.947
Argentina,ARG,1954,36.75,1.999
Argentina,ARG,1955,39.56,2.114
Argentina,ARG,1956,44.3,2.325
Argentina,ARG,1957,47.61,2.456
Argentina,ARG,1958,44.19,2.242
Argentina,ARG,1959,48.95,2.441
Argentina,ARG,1960,48.76,2.392
Argentina,ARG,1961,51.13,2.467
Argentina,ARG,1962,53.64,2.545
Argentina,ARG,1963,50.03,2.336
Argentina,ARG,1964,55.67,2.557
Argentina,ARG,1965,58.8,2.659
Argentina,ARG,1966,63.07,2.809
Argentina,ARG,1967,65.48,2.872
Argentina,ARG,1968,69.01,2.981
Argentina,ARG,1969,77.25,3.286
Argentina,ARG,1970,82.65,3.461
Argentina,ARG,1971,88.85,3.663
Argentina,ARG,1972,90.07,3.655
Argentina,ARG,1973,93.98,3.752
Argentina,ARG,1974,95.49,3.75
Argentina,ARG,1975,94.86,3.666
Argentina,ARG,1976,99.72,3.794
Argentina,ARG,1977,100.73,3.772
Argentina,ARG,1978,102.58,3.781
Argentina,ARG,1979,110.65,4.014
Argentina,ARG,1980,108.7,3.88
Argentina,ARG,1981,102.01,3.584
Argentina,ARG,1982,103.39,3.574
Argentina,ARG,1983,105.18,3.579
Argentina,ARG,1984,106.49,3.566
Argentina,ARG,1985,100.57,3.315
Argentina,ARG,1986,104.2,3.382
Argentina,ARG,1987,114.94,3.673
Argentina,ARG,1988,121.46,3.822
Argentina,ARG,1989,117.07,3.628
Argentina,ARG,1990,112.19,3.425
Argentina,ARG,1991,117.73,3.543
Argentina,ARG,1992,121.51,3.606
Argentina,ARG,1993,118.02,3.456
Argentina,ARG,1994,118.51,3.424
Argentina,ARG,1995,125.42,3.576
Argentina,ARG,1996,131.45,3.701
Argentina,ARG,1997,136.62,3.8
Argentina,ARG,1998,139.51,3.835
Argentina,ARG,1999,148.34,4.032
Argentina,ARG,2000,143.35,3.852
Argentina,ARG,2001,135.0,3.588
Argentina,ARG,2002,124.93,3.285
Argentina,ARG,2003,134.42,3.498
Argentina,ARG,2004,157.24,4.051
Argentina,ARG,2005,161.73,4.124
Argentina,ARG,2006,174.34,4.4
Argentina,ARG,2007,173.76,4.342
Argentina,ARG,2008,187.6,4.641
Argentina,ARG,2009,178.38,4.366
Argentina,ARG,2010,186.12,4.508
Argentina,ARG,2011,189.88,4.55
Argentina,ARG,2012,191.71,4.547
Argentina,ARG,2013,189.52,4.451
Argentina,ARG,2014,188.54,4.382
Argentina,ARG,2015,191.81,4.412
Argentina,ARG,2016,190.02,4.328
Argentina,ARG,2017,187.07,4.224
Argentina,ARG,2018,182.48,4.087
Argentina,ARG,2019,180.43,4.012
Argentina,ARG,2020,164.61,3.643
Argentina,ARG,2021,190.2,4.197
Argentina,ARG,2022,183.77,4.047
Argentina,ARG,2023,178.41,3.918
Argentina,ARG,2024,171.06,3.743
Colombia,COL,1856,0.01,0.004
Colombia,COL,1857,0.02,0.007
Colombia,COL,1858,0.02,0.008
Colombia,COL,1859,0.01,0.002
Colombia,COL,1860,0.01,0.004
Colombia,COL,1861,0.01,0.005
Colombia,COL,1862,0.03,0.01
Colombia,COL,1863,0.02,0.009
Colombia,COL,1864,0.02,0.008
Colombia,COL,1865,0.01,0.004
Colombia,COL,1866,0.08,0.031
Colombia,COL,1867,0.05,0.019
Colombia,COL,1868,0.07,0.03
Colombia,COL,1869,0.02,0.008
Colombia,COL,1870,0.05,0.022
Colombia,COL,1871,0.12,0.049
Colombia,COL,1872,0.1,0.042
Colombia,COL,1873,0.08,0.032
Colombia,COL,1874,0.08,0.03
Colombia,COL,1875,0.07,0.028
Colombia,COL,1876,0.07,0.026
Colombia,COL,1877,0.07,0.025
Colombia,COL,1878,0.06,0.022
Colombia,COL,1879,0.07,0.024
Colombia,COL,1880,0.07,0.025
Colombia,COL,1881,0.06,0.021
Colombia,COL,1882,0.09,0.029
Colombia,COL,1883,0.11,0.036
Colombia,COL,1884,0.14,0.047
Colombia,COL,1885,0.22,0.071
Colombia,COL,1886,0.27,0.085
Colombia,COL,1887,0.23,0.073
Colombia,COL,1888,0.3,0.09
Colombia,COL,1889,0.12,0.035
Colombia,COL,1890,0.11,0.032
Colombia,COL,1891,0.09,0.026
Colombia,COL,1892,0.08,0.023
Colombia,COL,1893,0.1,0.027
Colombia,COL,1894,0.08,0.021
Colombia,COL,1895,0.1,0.027
Colombia,COL,1896,0.1,0.026
Colombia,COL,1897,0.08,0.021
Colombia,COL,1898,0.08,0.02
Colombia,COL,1899,0.07,0.019
Colombia,COL,1900,0.09,0.023
Colombia,COL,1901,0.14,0.034
Colombia,COL,1902,0.13,0.032
Colombia,COL,1903,0.09,0.022
Colombia,COL,1904,0.05,0.013
Colombia,COL,1905,0.02,0.005
Colombia,COL,1906,0.02,0.005
Colombia,COL,1907,0.03,0.005
Colombia,COL,1908,0.02,0.003
Colombia,COL,1909,0.02,0.005
Colombia,COL,1910,0.01,0.003
Colombia,COL,1911,0.02,0.004
Colombia,COL,1912,0.02,0.004
Colombia,COL,1913,0.04,0.008
Colombia,COL,1914,0.05,0.01
Colombia,COL,1915,0.04,0.007
Colombia,COL,1916,0.05,0.009
Colombia,COL,1917,0.07,0.012
Colombia,COL,1918,0.07,0.011
Colombia,COL,1919,0.12,0.02
Colombia,COL,1920,0.11,0.017
Colombia,COL,1921,0.16,0.025
Colombia,COL,1922,0.29,0.045
Colombia,COL,1923,0.31,0.047
Colombia,COL,1924,0.34,0.049
Colombia,COL,1925,0.63,0.088
Colombia,COL,1926,1.1,0.152
Colombia,COL,1927,1.03,0.138
Colombia,COL,1928,1.32,0.174
Colombia,COL,1929,1.31,0.168
Colombia,COL,1930,0.73,0.092
Colombia,COL,1931,0.76,0.094
Colombia,COL,1932,0.61,0.074
Colombia,COL,1933,0.95,0.114
Colombia,COL,1934,0.81,0.095
Colombia,COL,1935,2.5,0.291
Colombia,COL,1936,2.89,0.331
Colombia,COL,1937,2.87,0.324
Colombia,COL,1938,3.08,0.343
Colombia,COL,1939,4.81,0.526
Colombia,COL,1940,4.3,0.462
Colombia,COL,1941,3.95,0.416
Colombia,COL,1942,4.27,0.44
Colombia,COL,1943,3.94,0.396
Colombia,COL,1944,4.91,0.483
Colombia,COL,1945,4.76,0.457
Colombia,COL,1946,5.78,0.542
Colombia,COL,1947,5.86,0.537
Colombia,COL,1948,5.18,0.464
Colombia,COL,1949,5.87,0.512
Colombia,COL,1950,7.26,0.617
Colombia,COL,1951,8.16,0.676
Colombia,COL,1952,8.63,0.696
Colombia,COL,1953,10.76,0.844
Colombia,COL,1954,9.62,0.734
Colombia,COL,1955,11.94,0.887
Colombia,COL,1956,12.6,0.909
Colombia,COL,1957,13.65,0.957
Colombia,COL,1958,13.98,0.951
Colombia,COL,1959,16.09,1.063
Colombia,COL,1960,16.39,1.05
Colombia,COL,1961,18.2,1.131
Colombia,COL,1962,19.42,1.17
Colombia,COL,1963,21.23,1.241
Colombia,COL,1964,21.68,1.229
Colombia,COL,1965,22.86,1.258
Colombia,COL,1966,23.47,1.255
Colombia,COL,1967,24.69,1.283
Colombia,COL,1968,26.57,1.344
Colombia,COL,1969,28.02,1.381
Colombia,COL,1970,28.37,1.363
Colombia,COL,1971,30.28,1.42
Colombia,COL,1972,31.43,1.44
Colombia,COL,1973,33.63,1.506
Colombia,COL,1974,36.4,1.594
Colombia,COL,1975,35.81,1.534
Colombia,COL,1976,37.98,1.592
Colombia,COL,1977,39.24,1.609
Colombia,COL,1978,41.54,1.665
Colombia,COL,1979,44.27,1.735
Colombia,COL,1980,44.18,1.692
Colombia,COL,1981,44.27,1.657
Colombia,COL,1982,45.69,1.671
Colombia,COL,1983,49.22,1.759
Colombia,COL,1984,48.71,1.701
Colombia,COL,1985,48.09,1.643
Colombia,COL,1986,48.77,1.632
Colombia,COL,1987,50.14,1.644
Colombia,COL,1988,52.15,1.675
Colombia,COL,1989,53.1,1.671
Colombia,COL,1990,56.86,1.753
Colombia,COL,1991,56.61,1.71
Colombia,COL,1992,61.34,1.817
Colombia,COL,1993,63.26,1.837
Colombia,COL,1994,66.98,1.907
Colombia,COL,1995,59.35,1.658
Colombia,COL,1996,59.63,1.635
Colombia,COL,1997,65.1,1.754
Colombia,COL,1998,65.56,1.735
Colombia,COL,1999,55.29,1.438
Colombia,COL,2000,56.21,1.438
Colombia,COL,2001,56.47,1.422
Colombia,COL,2002,55.42,1.374
Colombia,COL,2003,57.03,1.393
Colombia,COL,2004,54.32,1.308
Colombia,COL,2005,60.26,1.43
Colombia,COL,2006,62.47,1.463
Colombia,COL,2007,60.67,1.403
Colombia,COL,2008,66.98,1.531
Colombia,COL,2009,71.77,1.621
Colombia,COL,2010,75.43,1.685
Colombia,COL,2011,75.19,1.661
Colombia,COL,2012,78.67,1.721
Colombia,COL,2013,86.45,1.873
Colombia,COL,2014,92.04,1.977
Colombia,COL,2015,91.03,1.938
Colombia,COL,2016,91.58,1.931
Colombia,COL,2017,83.46,1.734
Colombia,COL,2018,90.81,1.852
Colombia,COL,2019,98.96,1.983
Colombia,COL,2020,92.31,1.823
Colombia,COL,2021,103.73,2.027
Colombia,COL,2022,89.44,1.729
Colombia,COL,2023,89.99,1.72
Colombia,COL,2024,92.66,1.752
Chile,CHL,1850,0.09,0.067
Chile,CHL,1851,0.11,0.077
Chile,CHL,1852,0.18,0.124
Chile,CHL,1853,0.12,0.078
Chile,CHL,1854,0.01,0.004
Chile,CHL,1855,0.15,0.098
Chile,CHL,1856,0.22,0.14
Chile,CHL,1857,0.44,0.278
Chile,CHL,1858,0.45,0.278
Chile,CHL,1859,0.25,0.152
Chile,CHL,1860,0.42,0.251
Chile,CHL,1861,0.3,0.173
Chile,CHL,1862,0.29,0.169
Chile,CHL,1863,0.25,0.143
Chile,CHL,1864,0.39,0.219
Chile,CHL,1865,0.4,0.219
Chile,CHL,1866,0.55,0.296
Chile,CHL,1867,0.89,0.468
Chile,CHL,1868,0.69,0.356
Chile,CHL,1869,0.72,0.368
Chile,CHL,1870,0.66,0.33
Chile,CHL,1871,0.58,0.287
Chile,CHL,1872,1.03,0.498
Chile,CHL,1873,1.26,0.6
Chile,CHL,1874,1.64,0.772
Chile,CHL,1875,1.47,0.678
Chile,CHL,1876,1.6,0.726
Chile,CHL,1877,1.35,0.604
Chile,CHL,1878,1.26,0.553
Chile,CHL,1879,1.38,0.599
Chile,CHL,1880,1.75,0.743
Chile,CHL,1881,1.76,0.736
Chile,CHL,1882,1.87,0.773
Chile,CHL,1883,1.66,0.672
Chile,CHL,1884,1.71,0.684
Chile,CHL,1885,1.76,0.692
Chile,CHL,1886,1.6,0.62
Chile,CHL,1887,1.56,0.595
Chile,CHL,1888,2.29,0.86
Chile,CHL,1889,2.13,0.788
Chile,CHL,1890,2.08,0.758
Chile,CHL,1891,2.48,0.894
Chile,CHL,1892,2.02,0.717
Chile,CHL,1893,2.14,0.751
Chile,CHL,1894,3.08,1.062
Chile,CHL,1895,2.95,1.005
Chile,CHL,1896,3.24,1.087
Chile,CHL,1897,2.72,0.9
Chile,CHL,1898,3.03,0.991
Chile,CHL,1899,3.05,0.984
Chile,CHL,1900,3.0,0.955
Chile,CHL,1901,3.19,1.003
Chile,CHL,1902,2.96,0.917
Chile,CHL,1903,3.16,0.965
Chile,CHL,1904,2.92,0.882
Chile,CHL,1905,3.79,1.131
Chile,CHL,1906,3.79,1.117
Chile,CHL,1907,5.33,1.551
Chile,CHL,1908,4.99,1.434
Chile,CHL,1909,5.03,1.428
Chile,CHL,1910,5.03,1.408
Chile,CHL,1911,5.89,1.63
Chile,CHL,1912,6.67,1.822
Chile,CHL,1913,6.51,1.756
Chile,CHL,1914,5.16,1.375
Chile,CHL,1915,3.6,0.945
Chile,CHL,1916,4.37,1.133
Chile,CHL,1917,4.48,1.149
Chile,CHL,1918,4.02,1.018
Chile,CHL,1919,3.59,0.899
Chile,CHL,1920,2.89,0.716
Chile,CHL,1921,3.9,0.953
Chile,CHL,1922,2.45,0.59
Chile,CHL,1923,2.78,0.66
Chile,CHL,1924,3.99,0.936
Chile,CHL,1925,3.84,0.887
Chile,CHL,1926,3.74,0.854
Chile,CHL,1927,3.7,0.832
Chile,CHL,1928,3.47,0.771
Chile,CHL,1929,3.83,0.839
Chile,CHL,1930,3.53,0.762
Chile,CHL,1931,2.73,0.58
Chile,CHL,1932,2.64,0.551
Chile,CHL,1933,3.55,0.728
Chile,CHL,1934,4.16,0.839
Chile,CHL,1935,4.18,0.829
Chile,CHL,1936,4.58,0.893
Chile,CHL,1937,5.0,0.959
Chile,CHL,1938,5.07,0.956
Chile,CHL,1939,4.67,0.865
Chile,CHL,1940,5.4,0.984
Chile,CHL,1941,5.27,0.942
Chile,CHL,1942,5.33,0.935
Chile,CHL,1943,5.58,0.962
Chile,CHL,1944,5.48,0.927
Chile,CHL,1945,5.23,0.869
Chile,CHL,1946,5.26,0.857
Chile,CHL,1947,5.45,0.872
Chile,CHL,1948,5.75,0.904
Chile,CHL,1949,5.18,0.798
Chile,CHL,1950,9.38,1.416
Chile,CHL,1951,9.98,1.477
Chile,CHL,1952,10.6,1.539
Chile,CHL,1953,10.4,1.479
Chile,CHL,1954,11.08,1.543
Chile,CHL,1955,11.6,1.582
Chile,CHL,1956,11.83,1.58
Chile,CHL,1957,11.73,1.532
Chile,CHL,1958,12.45,1.593
Chile,CHL,1959,12.7,1.591
Chile,CHL,1960,13.48,1.653
Chile,CHL,1961,14.46,1.737
Chile,CHL,1962,16.71,1.966
Chile,CHL,1963,17.34,2.0
Chile,CHL,1964,17.51,1.98
Chile,CHL,1965,17.75,1.969
Chile,CHL,1966,18.77,2.045
Chile,CHL,1967,19.24,2.058
Chile,CHL,1968,21.2,2.228
Chile,CHL,1969,22.53,2.328
Chile,CHL,1970,24.64,2.502
Chile,CHL,1971,27.06,2.703
Chile,CHL,1972,28.14,2.766
Chile,CHL,1973,27.59,2.668
Chile,CHL,1974,25.88,2.463
Chile,CHL,1975,22.95,2.15
Chile,CHL,1976,24.03,2.217
Chile,CHL,1977,23.02,2.091
Chile,CHL,1978,22.84,2.044
Chile,CHL,1979,24.73,2.181
Chile,CHL,1980,25.1,2.181
Chile,CHL,1981,24.35,2.085
Chile,CHL,1982,20.48,1.728
Chile,CHL,1983,20.67,1.719
Chile,CHL,1984,22.0,1.803
Chile,CHL,1985,21.29,1.718
Chile,CHL,1986,22.02,1.749
Chile,CHL,1987,22.41,1.752
Chile,CHL,1988,26.6,2.046
Chile,CHL,1989,32.02,2.423
Chile,CHL,1990,32.91,2.449
Chile,CHL,1991,30.89,2.261
Chile,CHL,1992,32.0,2.305
Chile,CHL,1993,34.1,2.418
Chile,CHL,1994,37.97,2.653
Chile,CHL,1995,41.56,2.861
Chile,CHL,1996,48.23,3.273
Chile,CHL,1997,55.94,3.746
Chile,CHL,1998,57.26,3.785
Chile,CHL,1999,61.41,4.009
Chile,CHL,2000,58.5,3.773
Chile,CHL,2001,52.92,3.374
Chile,CHL,2002,54.84,3.458
Chile,CHL,2003,55.1,3.438
Chile,CHL,2004,59.22,3.658
Chile,CHL,2005,61.12,3.738
Chile,CHL,2006,64.05,3.88
Chile,CHL,2007,70.47,4.227
Chile,CHL,2008,70.55,4.19
Chile,CHL,2009,65.96,3.878
Chile,CHL,2010,71.35,4.153
Chile,CHL,2011,78.07,4.499
Chile,CHL,2012,79.62,4.545
Chile,CHL,2013,81.73,4.621
Chile,CHL,2014,77.59,4.343
Chile,CHL,2015,81.78,4.531
Chile,CHL,2016,84.25,4.612
Chile,CHL,2017,84.13,4.533
Chile,CHL,2018,84.44,4.469
Chile,CHL,2019,91.98,4.791
Chile,CHL,2020,80.18,4.139
Chile,CHL,2021,83.63,4.298
Chile,CHL,2022,85.74,4.385
Chile,CHL,2023,77.6,3.948
Chile,CHL,2024,78.73,3.983
Australia,AUS,1850,0.11,0.18
Australia,AUS,1851,0.11,0.16
Australia,AUS,1852,0.11,0.149
Australia,AUS,1853,0.15,0.198
Australia,AUS,1854,0.18,0.22
Australia,AUS,1855,0.22,0.24
Australia,AUS,1856,0.3,0.307
Australia,AUS,1857,0.33,0.315
Australia,AUS,1858,0.34,0.299
Australia,AUS,1859,0.48,0.398
Australia,AUS,1860,0.6,0.466
Australia,AUS,1861,0.56,0.415
Australia,AUS,1862,0.79,0.561
Australia,AUS,1863,0.72,0.499
Australia,AUS,1864,0.9,0.608
Australia,AUS,1865,0.97,0.636
Australia,AUS,1866,1.28,0.813
Australia,AUS,1867,1.24,0.765
Australia,AUS,1868,1.53,0.918
Australia,AUS,1869,1.46,0.854
Australia,AUS,1870,1.4,0.797
Australia,AUS,1871,1.44,0.799
Australia,AUS,1872,1.64,0.888
Australia,AUS,1873,1.93,1.025
Australia,AUS,1874,2.13,1.105
Australia,AUS,1875,2.14,1.091
Australia,AUS,1876,2.16,1.076
Australia,AUS,1877,2.37,1.158
Australia,AUS,1878,2.56,1.224
Australia,AUS,1879,2.58,1.203
Australia,AUS,1880,2.42,1.098
Australia,AUS,1881,2.91,1.282
Australia,AUS,1882,3.45,1.474
Australia,AUS,1883,4.15,1.712
Australia,AUS,1884,4.53,1.807
Australia,AUS,1885,4.87,1.877
Australia,AUS,1886,4.83,1.798
Australia,AUS,1887,5.02,1.807
Australia,AUS,1888,5.61,1.949
Australia,AUS,1889,6.25,2.106
Australia,AUS,1890,5.45,1.786
Australia,AUS,1891,6.88,2.201
Australia,AUS,1892,6.46,2.022
Australia,AUS,1893,5.77,1.774
Australia,AUS,1894,6.52,1.968
Australia,AUS,1895,6.75,2.0
Australia,AUS,1896,7.17,2.085
Australia,AUS,1897,7.91,2.258
Australia,AUS,1898,8.51,2.387
Australia,AUS,1899,8.7,2.395
Australia,AUS,1900,10.17,2.753
Australia,AUS,1901,11.44,3.046
Australia,AUS,1902,11.4,2.986
Australia,AUS,1903,11.22,2.897
Australia,AUS,1904,11.54,2.934
Australia,AUS,1905,12.05,3.016
Australia,AUS,1906,14.36,3.538
Australia,AUS,1907,15.49,3.758
Australia,AUS,1908,16.79,4.012
Australia,AUS,1909,14.58,3.427
Australia,AUS,1910,17.71,4.09
Australia,AUS,1911,19.53,4.429
Australia,AUS,1912,21.21,4.72
Australia,AUS,1913,22.8,4.973
Australia,AUS,1914,24.92,5.328
Australia,AUS,1915,22.27,4.666
Australia,AUS,1916,19.85,4.078
Australia,AUS,1917,21.33,4.295
Australia,AUS,1918,23.36,4.609
Australia,AUS,1919,22.19,4.29
Australia,AUS,1920,26.31,4.988
Australia,AUS,1921,23.79,4.423
Australia,AUS,1922,24.92,4.547
Australia,AUS,1923,25.68,4.598
Australia,AUS,1924,28.19,4.953
Australia,AUS,1925,29.63,5.109
Australia,AUS,1926,29.59,5.006
Australia,AUS,1927,31.27,5.192
Australia,AUS,1928,29.02,4.728
Australia,AUS,1929,26.91,4.311
Australia,AUS,1930,25.9,4.09
Australia,AUS,1931,22.55,3.517
Australia,AUS,1932,23.05,3.557
Australia,AUS,1933,24.78,3.792
Australia,AUS,1934,26.21,3.976
Australia,AUS,1935,28.96,4.356
Australia,AUS,1936,31.51,4.701
Australia,AUS,1937,33.76,4.992
Australia,AUS,1938,33.7,4.942
Australia,AUS,1939,37.98,5.515
Australia,AUS,1940,35.35,5.073
Australia,AUS,1941,39.33,5.572
Australia,AUS,1942,42.03,5.867
Australia,AUS,1943,41.19,5.659
Australia,AUS,1944,41.03,5.547
Australia,AUS,1945,39.16,5.21
Australia,AUS,1946,42.74,5.596
Australia,AUS,1947,44.78,5.769
Australia,AUS,1948,47.01,5.961
Australia,AUS,1949,48.06,5.989
Australia,AUS,1950,55.64,6.804
Australia,AUS,1951,61.05,7.252
Australia,AUS,1952,62.41,7.231
Australia,AUS,1953,63.0,7.146
Australia,AUS,1954,67.92,7.547
Australia,AUS,1955,71.95,7.816
Australia,AUS,1956,75.47,8.008
Australia,AUS,1957,75.47,7.83
Australia,AUS,1958,77.93,7.913
Australia,AUS,1959,83.07,8.257
Australia,AUS,1960,87.44,8.505
Australia,AUS,1961,87.01,8.286
Australia,AUS,1962,90.91,8.49
Australia,AUS,1963,95.99,8.796
Australia,AUS,1964,103.54,9.305
Australia,AUS,1965,113.61,10.003
Australia,AUS,1966,115.74,9.984
Australia,AUS,1967,122.28,10.354
Australia,AUS,1968,128.77,10.704
Australia,AUS,1969,136.41,11.115
Australia,AUS,1970,147.86,11.736
Australia,AUS,1971,151.12,11.626
Australia,AUS,1972,153.6,11.544
Australia,AUS,1973,170.14,12.586
Australia,AUS,1974,166.18,12.113
Australia,AUS,1975,173.1,12.459
Australia,AUS,1976,169.8,12.088
Australia,AUS,1977,181.91,12.808
Australia,AUS,1978,191.05,13.298
Australia,AUS,1979,192.32,13.233
Australia,AUS,1980,204.37,13.883
Australia,AUS,1981,213.81,14.302
Australia,AUS,1982,218.0,14.349
Australia,AUS,1983,207.65,13.47
Australia,AUS,1984,217.51,13.925
Australia,AUS,1985,224.56,14.18
Australia,AUS,1986,224.04,13.942
Australia,AUS,1987,234.6,14.373
Australia,AUS,1988,240.74,14.507
Australia,AUS,1989,256.84,15.225
Australia,AUS,1990,278.06,16.236
Australia,AUS,1991,279.44,16.103
Australia,AUS,1992,284.43,16.208
Australia,AUS,1993,288.78,16.294
Australia,AUS,1994,293.61,16.405
Australia,AUS,1995,304.96,16.853
Australia,AUS,1996,311.85,17.036
Australia,AUS,1997,320.24,17.306
Australia,AUS,1998,334.04,17.861
Australia,AUS,1999,343.88,18.185
Australia,AUS,2000,349.9,18.288
Australia,AUS,2001,357.67,18.469
Australia,AUS,2002,362.42,18.495
Australia,AUS,2003,370.78,18.708
Australia,AUS,2004,382.0,19.056
Australia,AUS,2005,385.08,18.975
Australia,AUS,2006,391.37,19.007
Australia,AUS,2007,398.9,19.036
Australia,AUS,2008,404.28,18.918
Australia,AUS,2009,406.98,18.683
Australia,AUS,2010,405.03,18.293
Australia,AUS,2011,403.87,17.966
Australia,AUS,2012,405.01,17.722
Australia,AUS,2013,397.85,17.122
Australia,AUS,2014,392.61,16.639
Australia,AUS,2015,400.59,16.727
Australia,AUS,2016,409.67,16.838
Australia,AUS,2017,413.41,16.716
Australia,AUS,2018,414.78,16.512
Australia,AUS,2019,414.93,16.283
Australia,AUS,2020,398.55,15.481
Australia,AUS,2021,388.47,14.966
Australia,AUS,2022,384.08,14.659
Australia,AUS,2023,384.32,14.529
Australia,AUS,2024,386.73,14.477
New Zealand,NZL,1850,0.0,0.0
New Zealand,NZL,1851,0.0,0.0
New Zealand,NZL,1852,0.0,0.0
