country,code,year,total_mt,per_capita_t
World,OWID_WRL,1850,196.85,0.154
World,OWID_WRL,1851,198.78,0.155
World,OWID_WRL,1852,207.6,0.162
World,OWID_WRL,1853,217.24,0.169
World,OWID_WRL,1854,255.04,0.199
World,OWID_WRL,1855,260.26,0.202
World,OWID_WRL,1856,278.25,0.216
World,OWID_WRL,1857,281.18,0.218
World,OWID_WRL,1858,285.55,0.221
World,OWID_WRL,1859,302.57,0.234
World,OWID_WRL,1860,332.3,0.256
World,OWID_WRL,1861,349.19,0.268
World,OWID_WRL,1862,355.99,0.273
World,OWID_WRL,1863,379.53,0.29
World,OWID_WRL,1864,409.53,0.312
World,OWID_WRL,1865,434.85,0.33
World,OWID_WRL,1866,449.07,0.34
World,OWID_WRL,1867,480.81,0.363
World,OWID_WRL,1868,494.49,0.372
World,OWID_WRL,1869,524.73,0.393
World,OWID_WRL,1870,536.12,0.4
World,OWID_WRL,1871,569.78,0.423
World,OWID_WRL,1872,630.96,0.466
World,OWID_WRL,1873,670.47,0.493
World,OWID_WRL,1874,628.66,0.46
World,OWID_WRL,1875,681.05,0.495
World,OWID_WRL,1876,690.58,0.5
World,OWID_WRL,1877,704.03,0.506
World,OWID_WRL,1878,709.65,0.508
World,OWID_WRL,1879,759.79,0.54
World,OWID_WRL,1880,858.23,0.607
World,OWID_WRL,1881,888.17,0.624
World,OWID_WRL,1882,938.16,0.654
World,OWID_WRL,1883,997.86,0.691
World,OWID_WRL,1884,1009.76,0.694
World,OWID_WRL,1885,1017.49,0.694
World,OWID_WRL,1886,1032.99,0.699
World,OWID_WRL,1887,1084.28,0.729
World,OWID_WRL,1888,1201.34,0.801
World,OWID_WRL,1889,1202.1,0.796
World,OWID_WRL,1890,1307.26,0.86
World,OWID_WRL,1891,1369.6,0.894
World,OWID_WRL,1892,1380.54,0.895
World,OWID_WRL,1893,1363.18,0.878
World,OWID_WRL,1894,1412.23,0.904
World,OWID_WRL,1895,1495.96,0.951
World,OWID_WRL,1896,1545.45,0.976
World,OWID_WRL,1897,1618.41,1.016
World,OWID_WRL,1898,1706.97,1.064
World,OWID_WRL,1899,1864.42,1.154
World,OWID_WRL,1900,1962.88,1.206
World,OWID_WRL,1901,2025.63,1.235
World,OWID_WRL,1902,2076.96,1.256
World,OWID_WRL,1903,2264.59,1.358
World,OWID_WRL,1904,2290.25,1.362
World,OWID_WRL,1905,2440.57,1.44
World,OWID_WRL,1906,2548.98,1.491
World,OWID_WRL,1907,2904.95,1.684
World,OWID_WRL,1908,2790.4,1.604
World,OWID_WRL,1909,2907.11,1.658
World,OWID_WRL,1910,3050.27,1.726
World,OWID_WRL,1911,3097.21,1.74
World,OWID_WRL,1912,3253.93,1.815
World,OWID_WRL,1913,3524.85,1.953
World,OWID_WRL,1914,3197.75,1.76
World,OWID_WRL,1915,3148.03,1.721
World,OWID_WRL,1916,3400.23,1.847
World,OWID_WRL,1917,3556.5,1.919
World,OWID_WRL,1918,3506.08,1.878
World,OWID_WRL,1919,3041.11,1.617
World,OWID_WRL,1920,3546.76,1.871
World,OWID_WRL,1921,3114.99,1.63
World,OWID_WRL,1922,3264.72,1.694
World,OWID_WRL,1923,3703.0,1.905
World,OWID_WRL,1924,3716.14,1.895
World,OWID_WRL,1925,3740.63,1.89
World,OWID_WRL,1926,3677.41,1.842
World,OWID_WRL,1927,4012.95,1.992
World,OWID_WRL,1928,3996.31,1.966
World,OWID_WRL,1929,4288.21,2.09
World,OWID_WRL,1930,3958.09,1.91
World,OWID_WRL,1931,3539.32,1.692
World,OWID_WRL,1932,3192.59,1.511
World,OWID_WRL,1933,3362.68,1.575
World,OWID_WRL,1934,3656.19,1.695
World,OWID_WRL,1935,3835.74,1.76
World,OWID_WRL,1936,4207.93,1.911
World,OWID_WRL,1937,4496.71,2.021
World,OWID_WRL,1938,4229.62,1.881
World,OWID_WRL,1939,4470.13,1.969
World,OWID_WRL,1940,4884.66,2.131
World,OWID_WRL,1941,4999.09,2.162
World,OWID_WRL,1942,4982.52,2.137
World,OWID_WRL,1943,5075.27,2.161
World,OWID_WRL,1944,5162.49,2.181
World,OWID_WRL,1945,4289.31,1.799
World,OWID_WRL,1946,4608.55,1.918
World,OWID_WRL,1947,5165.2,2.133
World,OWID_WRL,1948,5447.88,2.231
World,OWID_WRL,1949,5204.03,2.109
World,OWID_WRL,1950,5930.41,2.379
World,OWID_WRL,1951,6381.65,2.516
World,OWID_WRL,1952,6467.7,2.503
World,OWID_WRL,1953,6651.04,2.525
World,OWID_WRL,1954,6789.73,2.528
World,OWID_WRL,1955,7444.1,2.717
World,OWID_WRL,1956,7926.27,2.835
World,OWID_WRL,1957,8185.98,2.87
World,OWID_WRL,1958,8417.52,2.891
World,OWID_WRL,1959,8855.11,2.986
World,OWID_WRL,1960,9386.95,3.113
World,OWID_WRL,1961,9414.99,3.072
World,OWID_WRL,1962,9747.24,3.121
World,OWID_WRL,1963,10266.78,3.216
World,OWID_WRL,1964,10824.47,3.316
World,OWID_WRL,1965,11310.6,3.392
World,OWID_WRL,1966,11862.62,3.485
World,OWID_WRL,1967,12237.37,3.523
World,OWID_WRL,1968,12905.27,3.64
World,OWID_WRL,1969,13761.8,3.802
World,OWID_WRL,1970,14899.14,4.033
World,OWID_WRL,1971,15503.86,4.113
World,OWID_WRL,1972,16224.58,4.22
World,OWID_WRL,1973,17077.28,4.356
World,OWID_WRL,1974,16997.91,4.253
World,OWID_WRL,1975,16988.48,4.173
World,OWID_WRL,1976,17862.49,4.31
World,OWID_WRL,1977,18358.04,4.352
World,OWID_WRL,1978,19024.74,4.433
World,OWID_WRL,1979,19508.59,4.466
World,OWID_WRL,1980,19409.79,4.364
World,OWID_WRL,1981,18879.76,4.169
World,OWID_WRL,1982,18729.74,4.06
World,OWID_WRL,1983,18901.78,4.024
World,OWID_WRL,1984,19457.25,4.069
World,OWID_WRL,1985,20144.86,4.137
World,OWID_WRL,1986,20438.04,4.122
World,OWID_WRL,1987,21106.19,4.18
World,OWID_WRL,1988,21918.76,4.263
World,OWID_WRL,1989,22200.21,4.241
World,OWID_WRL,1990,22732.15,4.267
World,OWID_WRL,1991,23205.59,4.282
World,OWID_WRL,1992,22520.42,4.09
World,OWID_WRL,1993,22749.87,4.069
World,OWID_WRL,1994,22974.6,4.048
World,OWID_WRL,1995,23516.64,4.084
World,OWID_WRL,1996,24233.48,4.148
World,OWID_WRL,1997,24380.32,4.115
World,OWID_WRL,1998,24295.71,4.045
World,OWID_WRL,1999,24837.77,4.079
World,OWID_WRL,2000,25511.48,4.134
World,OWID_WRL,2001,25692.99,4.108
World,OWID_WRL,2002,26265.33,4.144
World,OWID_WRL,2003,27652.69,4.307
World,OWID_WRL,2004,28610.02,4.399
World,OWID_WRL,2005,29598.95,4.494
World,OWID_WRL,2006,30594.15,4.586
World,OWID_WRL,2007,31499.26,4.662
World,OWID_WRL,2008,32049.66,4.683
World,OWID_WRL,2009,31513.01,4.546
World,OWID_WRL,2010,33317.67,4.745
World,OWID_WRL,2011,34479.99,4.849
World,OWID_WRL,2012,34954.74,4.854
World,OWID_WRL,2013,35275.82,4.838
World,OWID_WRL,2014,35465.69,4.805
World,OWID_WRL,2015,35403.53,4.739
World,OWID_WRL,2016,35392.83,4.682
World,OWID_WRL,2017,35974.61,4.705
World,OWID_WRL,2018,36734.0,4.752
World,OWID_WRL,2019,37086.57,4.748
World,OWID_WRL,2020,35158.23,4.458
World,OWID_WRL,2021,36866.86,4.635
World,OWID_WRL,2022,37527.77,4.678
World,OWID_WRL,2023,38094.04,4.708
World,OWID_WRL,2024,38598.58,4.729
European Union (27),OWID_EU27,1850,54.19,0.305
European Union (27),OWID_EU27,1851,57.3,0.321
European Union (27),OWID_EU27,1852,64.28,0.357
European Union (27),OWID_EU27,1853,71.18,0.393
European Union (27),OWID_EU27,1854,82.32,0.452
European Union (27),OWID_EU27,1855,90.82,0.495
European Union (27),OWID_EU27,1856,96.4,0.523
European Union (27),OWID_EU27,1857,100.45,0.541
European Union (27),OWID_EU27,1858,105.87,0.567
European Union (27),OWID_EU27,1859,104.0,0.553
European Union (27),OWID_EU27,1860,112.65,0.595
European Union (27),OWID_EU27,1861,123.85,0.65
European Union (27),OWID_EU27,1862,134.08,0.699
European Union (27),OWID_EU27,1863,139.49,0.723
European Union (27),OWID_EU27,1864,150.9,0.777
European Union (27),OWID_EU27,1865,163.82,0.838
European Union (27),OWID_EU27,1866,168.33,0.855
European Union (27),OWID_EU27,1867,180.49,0.911
European Union (27),OWID_EU27,1868,189.35,0.949
European Union (27),OWID_EU27,1869,197.35,0.982
European Union (27),OWID_EU27,1870,198.13,0.979
European Union (27),OWID_EU27,1871,211.58,1.038
European Union (27),OWID_EU27,1872,235.09,1.145
European Union (27),OWID_EU27,1873,251.7,1.217
European Union (27),OWID_EU27,1874,220.22,1.057
European Union (27),OWID_EU27,1875,254.92,1.215
European Union (27),OWID_EU27,1876,266.35,1.26
European Union (27),OWID_EU27,1877,259.88,1.22
European Union (27),OWID_EU27,1878,268.51,1.251
European Union (27),OWID_EU27,1879,284.26,1.315
European Union (27),OWID_EU27,1880,328.86,1.51
European Union (27),OWID_EU27,1881,330.14,1.504
European Union (27),OWID_EU27,1882,348.96,1.578
European Union (27),OWID_EU27,1883,372.65,1.672
European Union (27),OWID_EU27,1884,376.35,1.676
European Union (27),OWID_EU27,1885,380.99,1.684
European Union (27),OWID_EU27,1886,382.77,1.679
European Union (27),OWID_EU27,1887,400.97,1.745
European Union (27),OWID_EU27,1888,431.38,1.863
European Union (27),OWID_EU27,1889,454.56,1.948
European Union (27),OWID_EU27,1890,481.65,2.048
European Union (27),OWID_EU27,1891,501.33,2.115
European Union (27),OWID_EU27,1892,493.62,2.066
European Union (27),OWID_EU27,1893,501.92,2.085
European Union (27),OWID_EU27,1894,527.21,2.173
European Union (27),OWID_EU27,1895,543.31,2.222
European Union (27),OWID_EU27,1896,575.3,2.334
European Union (27),OWID_EU27,1897,608.57,2.45
European Union (27),OWID_EU27,1898,635.5,2.538
European Union (27),OWID_EU27,1899,669.35,2.652
European Union (27),OWID_EU27,1900,712.16,2.798
European Union (27),OWID_EU27,1901,709.67,2.765
European Union (27),OWID_EU27,1902,696.46,2.691
European Union (27),OWID_EU27,1903,743.09,2.846
European Union (27),OWID_EU27,1904,757.17,2.874
European Union (27),OWID_EU27,1905,795.77,2.995
European Union (27),OWID_EU27,1906,812.36,3.03
European Union (27),OWID_EU27,1907,927.51,3.43
European Union (27),OWID_EU27,1908,962.04,3.526
European Union (27),OWID_EU27,1909,955.02,3.476
European Union (27),OWID_EU27,1910,972.87,3.524
European Union (27),OWID_EU27,1911,992.72,3.584
European Union (27),OWID_EU27,1912,1064.4,3.838
European Union (27),OWID_EU27,1913,1146.19,4.135
European Union (27),OWID_EU27,1914,980.98,3.541
European Union (27),OWID_EU27,1915,900.03,3.251
European Union (27),OWID_EU27,1916,946.1,3.42
European Union (27),OWID_EU27,1917,938.31,3.395
European Union (27),OWID_EU27,1918,883.44,3.199
European Union (27),OWID_EU27,1919,686.95,2.485
European Union (27),OWID_EU27,1920,861.44,3.106
European Union (27),OWID_EU27,1921,894.14,3.207
European Union (27),OWID_EU27,1922,918.1,3.27
European Union (27),OWID_EU27,1923,823.41,2.906
European Union (27),OWID_EU27,1924,1000.2,3.499
European Union (27),OWID_EU27,1925,1011.75,3.508
European Union (27),OWID_EU27,1926,977.94,3.361
European Union (27),OWID_EU27,1927,1099.38,3.745
European Union (27),OWID_EU27,1928,1125.2,3.799
European Union (27),OWID_EU27,1929,1235.75,4.138
European Union (27),OWID_EU27,1930,1123.39,3.732
European Union (27),OWID_EU27,1931,1011.76,3.337
European Union (27),OWID_EU27,1932,894.19,2.929
European Union (27),OWID_EU27,1933,921.86,3.0
European Union (27),OWID_EU27,1934,993.54,3.213
European Union (27),OWID_EU27,1935,1040.04,3.342
European Union (27),OWID_EU27,1936,1083.91,3.461
European Union (27),OWID_EU27,1937,1219.93,3.871
European Union (27),OWID_EU27,1938,1232.38,3.886
European Union (27),OWID_EU27,1939,1269.09,3.977
European Union (27),OWID_EU27,1940,1320.45,4.119
European Union (27),OWID_EU27,1941,1301.4,4.046
European Union (27),OWID_EU27,1942,1320.68,4.096
European Union (27),OWID_EU27,1943,1331.68,4.124
European Union (27),OWID_EU27,1944,1141.71,3.528
European Union (27),OWID_EU27,1945,492.96,1.523
European Union (27),OWID_EU27,1946,847.73,2.623
European Union (27),OWID_EU27,1947,990.84,3.067
European Union (27),OWID_EU27,1948,1095.5,3.384
European Union (27),OWID_EU27,1949,1211.26,3.729
European Union (27),OWID_EU27,1950,1277.58,3.893
European Union (27),OWID_EU27,1951,1429.62,4.325
European Union (27),OWID_EU27,1952,1486.73,4.465
European Union (27),OWID_EU27,1953,1514.89,4.513
European Union (27),OWID_EU27,1954,1611.35,4.761
European Union (27),OWID_EU27,1955,1743.39,5.11
European Union (27),OWID_EU27,1956,1867.18,5.429
European Union (27),OWID_EU27,1957,1926.53,5.556
European Union (27),OWID_EU27,1958,1911.06,5.461
European Union (27),OWID_EU27,1959,1940.91,5.498
European Union (27),OWID_EU27,1960,2101.58,5.904
European Union (27),OWID_EU27,1961,2201.44,6.135
European Union (27),OWID_EU27,1962,2356.56,6.514
European Union (27),OWID_EU27,1963,2514.7,6.893
European Union (27),OWID_EU27,1964,2646.01,7.193
European Union (27),OWID_EU27,1965,2678.7,7.223
European Union (27),OWID_EU27,1966,2760.3,7.385
European Union (27),OWID_EU27,1967,2822.14,7.496
European Union (27),OWID_EU27,1968,2995.61,7.901
European Union (27),OWID_EU27,1969,3194.59,8.363
European Union (27),OWID_EU27,1970,3334.41,8.675
European Union (27),OWID_EU27,1971,3428.46,8.863
European Union (27),OWID_EU27,1972,3558.67,9.132
European Union (27),OWID_EU27,1973,3732.2,9.511
European Union (27),OWID_EU27,1974,3712.97,9.403
European Union (27),OWID_EU27,1975,3640.12,9.172
European Union (27),OWID_EU27,1976,3916.07,9.82
European Union (27),OWID_EU27,1977,3877.84,9.676
European Union (27),OWID_EU27,1978,4008.0,9.954
European Union (27),OWID_EU27,1979,4117.4,10.178
European Union (27),OWID_EU27,1980,4081.32,10.036
European Union (27),OWID_EU27,1981,3867.04,9.464
European Union (27),OWID_EU27,1982,3774.74,9.206
European Union (27),OWID_EU27,1983,3731.65,9.075
European Union (27),OWID_EU27,1984,3766.66,9.138
European Union (27),OWID_EU27,1985,3823.65,9.252
European Union (27),OWID_EU27,1986,3807.14,9.187
European Union (27),OWID_EU27,1987,3840.89,9.241
European Union (27),OWID_EU27,1988,3798.38,9.11
European Union (27),OWID_EU27,1989,3836.18,9.167
European Union (27),OWID_EU27,1990,3870.25,9.215
European Union (27),OWID_EU27,1991,3804.53,9.028
European Union (27),OWID_EU27,1992,3677.74,8.697
European Union (27),OWID_EU27,1993,3608.15,8.508
European Union (27),OWID_EU27,1994,3589.45,8.442
European Union (27),OWID_EU27,1995,3635.88,8.538
European Union (27),OWID_EU27,1996,3720.71,8.73
European Union (27),OWID_EU27,1997,3654.45,8.565
European Union (27),OWID_EU27,1998,3644.65,8.542
European Union (27),OWID_EU27,1999,3589.16,8.409
European Union (27),OWID_EU27,2000,3600.42,8.42
European Union (27),OWID_EU27,2001,3657.1,8.533
European Union (27),OWID_EU27,2002,3657.39,8.508
European Union (27),OWID_EU27,2003,3736.36,8.66
European Union (27),OWID_EU27,2004,3743.38,8.644
European Union (27),OWID_EU27,2005,3734.89,8.595
European Union (27),OWID_EU27,2006,3752.0,8.612
European Union (27),OWID_EU27,2007,3701.87,8.471
European Union (27),OWID_EU27,2008,3625.83,8.268
European Union (27),OWID_EU27,2009,3330.5,7.575
European Union (27),OWID_EU27,2010,3424.33,7.772
European Union (27),OWID_EU27,2011,3327.06,7.537
European Union (27),OWID_EU27,2012,3258.62,7.372
European Union (27),OWID_EU27,2013,3176.53,7.18
European Union (27),OWID_EU27,2014,3038.86,6.86
European Union (27),OWID_EU27,2015,3094.91,6.972
European Union (27),OWID_EU27,2016,3094.52,6.955
European Union (27),OWID_EU27,2017,3118.46,6.997
European Union (27),OWID_EU27,2018,3049.48,6.83
European Union (27),OWID_EU27,2019,2904.95,6.493
European Union (27),OWID_EU27,2020,2627.05,5.867
European Union (27),OWID_EU27,2021,2801.47,6.257
European Union (27),OWID_EU27,2022,2736.95,6.094
European Union (27),OWID_EU27,2023,2485.0,5.514
European Union (27),OWID_EU27,2024,2426.17,5.388
China,CHN,1907,19.89,0.048
China,CHN,1908,22.74,0.055
China,CHN,1909,24.25,0.058
China,CHN,1910,25.01,0.06
China,CHN,1911,24.63,0.058
China,CHN,1912,17.03,0.04
China,CHN,1913,24.25,0.056
China,CHN,1914,26.72,0.061
China,CHN,1915,25.42,0.058
China,CHN,1916,30.13,0.068
China,CHN,1917,32.02,0.071
China,CHN,1918,34.75,0.076
China,CHN,1919,38.0,0.083
China,CHN,1920,40.28,0.087
China,CHN,1921,38.76,0.083
China,CHN,1922,39.97,0.085
China,CHN,1923,46.52,0.099
China,CHN,1924,48.85,0.103
China,CHN,1925,45.95,0.097
China,CHN,1926,43.66,0.092
China,CHN,1927,45.81,0.096
China,CHN,1928,47.59,0.099
China,CHN,1929,48.28,0.1
China,CHN,1930,49.56,0.103
China,CHN,1931,51.9,0.107
China,CHN,1932,50.27,0.103
China,CHN,1933,54.11,0.11
China,CHN,1934,62.38,0.126
China,CHN,1935,72.65,0.146
China,CHN,1936,75.48,0.151
China,CHN,1937,70.97,0.141
China,CHN,1938,61.37,0.121
China,CHN,1939,74.43,0.146
China,CHN,1940,90.79,0.178
China,CHN,1941,113.98,0.222
China,CHN,1942,127.61,0.247
China,CHN,1943,108.99,0.21
China,CHN,1944,103.0,0.197
China,CHN,1945,55.89,0.106
China,CHN,1946,36.11,0.068
China,CHN,1947,41.84,0.079
China,CHN,1948,38.4,0.072
China,CHN,1949,62.08,0.115
China,CHN,1950,78.84,0.145
China,CHN,1951,102.12,0.184
China,CHN,1952,128.0,0.227
China,CHN,1953,133.79,0.232
China,CHN,1954,160.88,0.273
China,CHN,1955,190.52,0.316
China,CHN,1956,215.83,0.35
China,CHN,1957,255.79,0.406
China,CHN,1958,524.62,0.814
China,CHN,1959,720.16,1.103
China,CHN,1960,798.81,1.22
China,CHN,1961,570.64,0.87
China,CHN,1962,459.63,0.691
China,CHN,1963,456.79,0.667
China,CHN,1964,460.64,0.654
China,CHN,1965,500.29,0.692
China,CHN,1966,549.47,0.74
China,CHN,1967,460.23,0.605
China,CHN,1968,495.51,0.634
China,CHN,1969,607.69,0.758
China,CHN,1970,807.96,0.981
China,CHN,1971,909.21,1.077
China,CHN,1972,968.64,1.122
China,CHN,1973,1008.27,1.142
China,CHN,1974,1028.06,1.142
China,CHN,1975,1183.15,1.291
China,CHN,1976,1226.34,1.318
China,CHN,1977,1340.72,1.421
China,CHN,1978,1492.52,1.561
China,CHN,1979,1525.42,1.574
China,CHN,1980,1494.3,1.52
China,CHN,1981,1476.28,1.48
China,CHN,1982,1606.24,1.585
China,CHN,1983,1693.75,1.646
China,CHN,1984,1844.21,1.767
China,CHN,1985,1997.19,1.884
China,CHN,1986,2103.43,1.953
China,CHN,1987,2256.63,2.059
China,CHN,1988,2424.44,2.174
China,CHN,1989,2462.15,2.171
China,CHN,1990,2483.53,2.153
China,CHN,1991,2619.14,2.237
China,CHN,1992,2731.29,2.306
China,CHN,1993,2914.28,2.434
China,CHN,1994,3093.89,2.559
China,CHN,1995,3351.2,2.747
China,CHN,1996,3499.31,2.843
China,CHN,1997,3512.35,2.83
China,CHN,1998,3355.34,2.682
China,CHN,1999,3549.95,2.817
China,CHN,2000,3643.81,2.87
China,CHN,2001,3724.11,2.912
China,CHN,2002,4098.18,3.185
China,CHN,2003,4835.25,3.735
China,CHN,2004,5210.96,4.002
China,CHN,2005,5881.99,4.49
China,CHN,2006,6486.18,4.921
China,CHN,2007,6974.66,5.261
China,CHN,2008,7492.4,5.617
China,CHN,2009,7881.49,5.871
China,CHN,2010,8610.05,6.37
China,CHN,2011,9520.15,6.999
China,CHN,2012,9767.31,7.132
China,CHN,2013,9942.37,7.21
China,CHN,2014,9976.03,7.188
China,CHN,2015,9858.04,7.061
China,CHN,2016,9748.17,6.943
China,CHN,2017,10000.01,7.08
China,CHN,2018,10346.79,7.292
China,CHN,2019,10713.51,7.526
China,CHN,2020,10896.52,7.641
China,CHN,2021,11284.4,7.911
China,CHN,2022,11711.81,8.218
China,CHN,2023,12172.01,8.556
China,CHN,2024,12289.04,8.658
United States,USA,1850,19.79,0.839
United States,USA,1851,24.63,1.013
United States,USA,1852,26.79,1.07
United States,USA,1853,30.16,1.169
United States,USA,1854,33.16,1.248
United States,USA,1855,38.16,1.394
United States,USA,1856,40.04,1.42
United States,USA,1857,41.06,1.414
United States,USA,1858,41.65,1.393
United States,USA,1859,45.32,1.473
United States,USA,1860,47.44,1.501
United States,USA,1861,45.68,1.409
United States,USA,1862,47.45,1.429
United States,USA,1863,54.81,1.613
United States,USA,1864,58.66,1.687
United States,USA,1865,58.82,1.653
United States,USA,1866,59.23,1.627
United States,USA,1867,72.87,1.956
United States,USA,1868,82.35,2.16
United States,USA,1869,93.7,2.402
United States,USA,1870,98.62,2.472
United States,USA,1871,103.02,2.524
United States,USA,1872,126.31,3.027
United States,USA,1873,139.51,3.269
United States,USA,1874,134.3,3.078
United States,USA,1875,135.75,3.043
United States,USA,1876,132.82,2.912
United States,USA,1877,147.18,3.156
United States,USA,1878,143.9,3.018
United States,USA,1879,175.47,3.599
United States,USA,1880,198.86,3.99
United States,USA,1881,210.4,4.128
United States,USA,1882,235.66,4.522
United States,USA,1883,254.23,4.771
United States,USA,1884,267.92,4.918
United States,USA,1885,272.51,4.892
United States,USA,1886,287.84,5.053
United States,USA,1887,307.94,5.287
United States,USA,1888,374.42,6.287
United States,USA,1889,336.12,5.524
United States,USA,1890,402.41,6.479
United States,USA,1891,428.11,6.757
United States,USA,1892,451.18,6.986
United States,USA,1893,454.76,6.914
United States,USA,1894,425.74,6.355
United States,USA,1895,480.67,7.044
United States,USA,1896,481.67,6.93
United States,USA,1897,501.2,7.08
United States,USA,1898,546.33,7.577
United States,USA,1899,626.82,8.534
United States,USA,1900,664.13,8.875
United States,USA,1901,723.19,9.485
United States,USA,1902,766.65,9.867
United States,USA,1903,896.95,11.327
United States,USA,1904,884.8,10.963
United States,USA,1905,989.99,12.036
United States,USA,1906,1039.96,12.406
United States,USA,1907,1208.49,14.145
United States,USA,1908,1057.52,12.145
United States,USA,1909,1171.65,13.217
United States,USA,1910,1278.53,14.182
United States,USA,1911,1265.78,13.821
United States,USA,1912,1351.02,14.535
United States,USA,1913,1450.86,15.397
United States,USA,1914,1325.94,13.879
United States,USA,1915,1375.45,14.201
United States,USA,1916,1527.24,15.553
United States,USA,1917,1679.33,16.869
United States,USA,1918,1754.12,17.373
United States,USA,1919,1486.43,14.513
United States,USA,1920,1747.17,16.816
United States,USA,1921,1432.48,13.59
United States,USA,1922,1446.01,13.521
United States,USA,1923,1909.03,17.592
United States,USA,1924,1711.69,15.545
United States,USA,1925,1758.19,15.736
United States,USA,1926,1906.05,16.812
United States,USA,1927,1862.84,16.193
United States,USA,1928,1830.96,15.685
United States,USA,1929,1963.51,16.603
United States,USA,1930,1744.92,14.586
United States,USA,1931,1484.96,12.29
United States,USA,1932,1257.81,10.322
United States,USA,1933,1348.88,10.992
United States,USA,1934,1436.24,11.622
United States,USA,1935,1492.32,11.991
United States,USA,1936,1713.41,13.672
United States,USA,1937,1792.61,14.204
United States,USA,1938,1515.75,11.927
United States,USA,1939,1670.92,13.038
United States,USA,1940,1874.99,14.488
United States,USA,1941,2043.59,15.616
United States,USA,1942,2198.26,16.59
United States,USA,1943,2272.06,16.911
United States,USA,1944,2444.9,17.948
United States,USA,1945,2359.55,17.084
United States,USA,1946,2257.49,16.121
United States,USA,1947,2485.85,17.509
United States,USA,1948,2582.56,17.94
United States,USA,1949,2164.86,14.823
United States,USA,1950,2541.49,16.481
United States,USA,1951,2618.7,16.735
United States,USA,1952,2551.22,16.066
United States,USA,1953,2612.97,16.213
United States,USA,1954,2489.46,15.213
United States,USA,1955,2728.51,16.417
United States,USA,1956,2859.99,16.941
United States,USA,1957,2835.77,16.535
United States,USA,1958,2747.11,15.768
United States,USA,1959,2831.91,15.986
United States,USA,1960,2897.31,16.072
United States,USA,1961,2886.86,15.733
United States,USA,1962,2993.9,16.034
United States,USA,1963,3126.48,16.47
United States,USA,1964,3264.31,16.929
United States,USA,1965,3399.54,17.375
United States,USA,1966,3571.42,18.013
United States,USA,1967,3705.46,18.463
United States,USA,1968,3840.92,18.92
United States,USA,1969,4035.16,19.655
United States,USA,1970,4339.7,20.884
United States,USA,1971,4365.48,20.746
United States,USA,1972,4573.03,21.486
United States,USA,1973,4777.73,22.221
United States,USA,1974,4608.46,21.23
United States,USA,1975,4414.46,20.145
United States,USA,1976,4621.54,20.896
United States,USA,1977,4749.5,21.273
United States,USA,1978,4897.34,21.728
United States,USA,1979,4908.77,21.57
United States,USA,1980,4730.22,20.579
United States,USA,1981,4543.63,19.568
United States,USA,1982,4311.92,18.381
United States,USA,1983,4346.38,18.34
United States,USA,1984,4479.38,18.714
United States,USA,1985,4495.38,18.6
United States,USA,1986,4498.14,18.438
United States,USA,1987,4691.93,19.06
United States,USA,1988,4897.78,19.718
United States,USA,1989,4960.24,19.788
United States,USA,1990,5131.76,20.254
United States,USA,1991,5076.41,19.793
United States,USA,1992,5178.77,19.949
United States,USA,1993,5279.52,20.102
United States,USA,1994,5361.86,20.197
United States,USA,1995,5425.84,20.23
United States,USA,1996,5601.09,20.679
United States,USA,1997,5673.14,20.745
United States,USA,1998,5736.36,20.775
United States,USA,1999,5800.28,20.806
United States,USA,2000,6023.16,21.398
United States,USA,2001,5903.56,20.767
United States,USA,2002,5947.82,20.718
United States,USA,2003,6006.44,20.718
United States,USA,2004,6111.55,20.874
United States,USA,2005,6126.9,20.719
United States,USA,2006,6045.33,20.237
United States,USA,2007,6121.54,20.28
United States,USA,2008,5919.22,19.409
United States,USA,2009,5486.1,17.811
United States,USA,2010,5669.25,18.225
United States,USA,2011,5538.97,17.634
United States,USA,2012,5331.47,16.812
United States,USA,2013,5473.44,17.099
United States,USA,2014,5531.39,17.119
United States,USA,2015,5368.5,16.461
United States,USA,2016,5245.36,15.935
United States,USA,2017,5195.42,15.639
United States,USA,2018,5361.24,16.001
United States,USA,2019,5235.91,15.5
United States,USA,2020,4689.95,13.817
United States,USA,2021,5020.11,14.758
United States,USA,2022,5055.4,14.802
United States,USA,2023,4918.41,14.319
United States,USA,2024,4904.12,14.197
India,IND,1858,0.39,0.002
India,IND,1859,0.64,0.003
India,IND,1860,0.64,0.003
India,IND,1861,0.5,0.002
India,IND,1862,0.55,0.002
India,IND,1863,0.61,0.002
India,IND,1864,0.58,0.002
India,IND,1865,0.57,0.002
India,IND,1866,0.64,0.003
India,IND,1878,1.77,0.007
India,IND,1879,1.68,0.007
India,IND,1880,1.89,0.007
India,IND,1881,1.84,0.007
India,IND,1882,2.2,0.008
India,IND,1883,2.44,0.009
India,IND,1884,2.73,0.01
India,IND,1885,2.46,0.009
India,IND,1886,2.77,0.01
India,IND,1887,3.07,0.011
India,IND,1888,3.41,0.013
India,IND,1889,4.02,0.015
India,IND,1890,4.43,0.016
India,IND,1891,4.77,0.017
India,IND,1892,5.25,0.019
India,IND,1893,5.54,0.02
India,IND,1894,5.62,0.02
India,IND,1895,7.03,0.025
India,IND,1896,7.61,0.027
India,IND,1897,8.25,0.03
India,IND,1898,9.13,0.033
India,IND,1899,10.05,0.036
India,IND,1900,11.93,0.042
India,IND,1901,13.18,0.047
